temperature,humidity,feed_intake,water_consumption,activity_level,symptoms,disease
42.8,99.9,High,High,Weak,Nasal Discharge|Swollen Head|Ruffled Feathers,Avian Influenza
42.7,68.4,Low,Low,Moderate,Swollen Head|Nasal Discharge|Reduced Feeding|Coughing|Sneezing,Newcastle Disease
42.0,83.2,Low,Low,Active,Reduced Egg Production|Difficulty Breathing|Lethargy|Diarrhea|Nasal Discharge|Reduced Feeding|Twisted Neck,Avian Influenza
42.5,76.9,Medium,Medium,Weak,Reduced Egg Production|Sneezing|Ruffled Feathers,Avian Influenza
41.5,70.9,Medium,Low,Weak,Coughing|Sneezing|Difficulty Breathing,Avian Influenza
40.6,57.0,Medium,High,Weak,None,Healthy
40.7,45.8,Medium,High,Moderate,Reduced Feeding|Reduced Egg Production,Healthy
40.7,56.8,Medium,High,Active,Sneezing|Reduced Feeding,Healthy
43.0,80.7,Medium,Low,Active,Diarrhea|Lethargy|Reduced Egg Production|Sneezing|Difficulty Breathing|Swollen Head|Twisted Neck,Newcastle Disease
41.5,56.0,Medium,High,Active,Difficulty Breathing|Nasal Discharge,Healthy
42.3,59.6,Low,Medium,Weak,Nasal Discharge|Diarrhea|Sneezing|Coughing|Twisted Neck|Reduced Feeding|Reduced Egg Production,Newcastle Disease
41.6,70.9,Low,Low,Weak,Watery Eyes|Coughing|Reduced Feeding|Lethargy|Twisted Neck,Newcastle Disease
42.3,64.4,High,Medium,Active,None,Healthy
42.3,91.4,Low,Low,Weak,Coughing|Sneezing|Twisted Neck|Reduced Egg Production,Newcastle Disease
41.4,57.4,Medium,High,Active,None,Healthy
41.0,70.3,High,Medium,Active,Twisted Neck,Healthy
41.9,63.6,Low,High,Weak,Reduced Feeding|Swollen Head|Watery Eyes|Reduced Egg Production|Nasal Discharge,Avian Influenza
40.9,62.2,Medium,High,Active,None,Healthy
40.8,58.9,High,Low,Moderate,Sneezing,Healthy
42.9,88.3,Low,Medium,Moderate,Nasal Discharge|Difficulty Breathing|Twisted Neck|Diarrhea,Newcastle Disease
40.9,81.7,Low,Low,Moderate,Lethargy|Diarrhea|Ruffled Feathers|Sneezing|Swollen Head,Avian Influenza
41.6,72.9,Low,High,Active,None,Healthy
42.9,62.7,Medium,Low,Weak,Difficulty Breathing|Diarrhea|Reduced Egg Production|Watery Eyes|Swollen Head|Nasal Discharge|Twisted Neck,Newcastle Disease
41.4,63.5,Medium,High,Active,Reduced Egg Production,Healthy
41.1,55.3,High,High,Weak,None,Healthy
42.3,76.9,Low,Low,Weak,Watery Eyes|Coughing|Ruffled Feathers|Twisted Neck|Sneezing|Difficulty Breathing,Newcastle Disease
43.2,74.9,Low,Low,Moderate,Nasal Discharge|Watery Eyes|Reduced Egg Production|Reduced Feeding|Sneezing|Diarrhea,Newcastle Disease
41.7,83.6,Medium,Low,Moderate,Lethargy|Difficulty Breathing|Reduced Egg Production|Coughing,Newcastle Disease
42.5,74.2,Low,Medium,Weak,Sneezing|Lethargy|Nasal Discharge|Difficulty Breathing,Avian Influenza
40.8,62.6,Medium,Low,Weak,Swollen Head|Difficulty Breathing|Lethargy|Coughing|Ruffled Feathers|Nasal Discharge|Watery Eyes,Avian Influenza
41.5,97.8,Low,Low,Weak,Difficulty Breathing|Ruffled Feathers|Twisted Neck|Reduced Egg Production|Sneezing|Reduced Feeding,Newcastle Disease
41.8,74.3,High,High,Active,Sneezing,Healthy
40.3,85.7,Low,Medium,Moderate,Watery Eyes|Lethargy|Reduced Egg Production,Avian Influenza
41.3,48.0,High,High,Weak,None,Healthy
41.7,80.3,Low,Low,Weak,Difficulty Breathing|Sneezing|Reduced Feeding|Lethargy,Newcastle Disease
40.8,73.8,High,Medium,Active,None,Healthy
40.5,62.1,Medium,High,Moderate,None,Healthy
43.9,84.7,Low,Low,Weak,Reduced Egg Production|Difficulty Breathing|Sneezing,Avian Influenza
41.8,66.8,Low,Medium,Moderate,Sneezing|Swollen Head|Reduced Feeding|Lethargy|Difficulty Breathing|Nasal Discharge|Watery Eyes,Avian Influenza
42.0,93.0,Low,Low,Weak,Lethargy|Twisted Neck|Ruffled Feathers|Coughing,Newcastle Disease
43.4,89.6,Medium,Medium,Weak,Reduced Egg Production|Swollen Head|Ruffled Feathers|Twisted Neck,Newcastle Disease
41.0,65.8,High,High,Active,Ruffled Feathers|Coughing,Healthy
40.7,50.4,High,High,Moderate,Reduced Feeding|Coughing,Healthy
40.9,50.3,Medium,High,Moderate,None,Healthy
42.9,73.9,Low,Low,Weak,Nasal Discharge|Twisted Neck|Diarrhea|Sneezing|Lethargy,Newcastle Disease
41.7,80.0,Medium,Medium,Moderate,Diarrhea|Watery Eyes|Reduced Egg Production|Difficulty Breathing|Swollen Head|Ruffled Feathers|Lethargy,Avian Influenza
41.6,76.5,Low,Low,Weak,Coughing|Twisted Neck|Reduced Feeding,Newcastle Disease
41.9,63.5,Medium,Medium,Active,None,Healthy
43.3,69.2,Low,Low,Active,Reduced Egg Production|Swollen Head|Watery Eyes,Avian Influenza
42.7,71.9,Medium,Low,Weak,Watery Eyes|Diarrhea|Ruffled Feathers|Twisted Neck|Swollen Head,Avian Influenza
41.9,90.5,Medium,High,Weak,Twisted Neck|Difficulty Breathing|Watery Eyes|Lethargy|Nasal Discharge|Sneezing|Reduced Feeding,Newcastle Disease
42.7,62.7,Medium,Medium,Active,Nasal Discharge|Difficulty Breathing|Twisted Neck,Newcastle Disease
42.5,65.4,Low,Low,Moderate,Coughing|Reduced Feeding|Lethargy|Sneezing|Twisted Neck,Newcastle Disease
41.4,63.7,Medium,Medium,Active,None,Healthy
41.6,51.9,High,High,Active,Lethargy,Healthy
40.9,93.8,Medium,Low,Weak,Reduced Egg Production|Reduced Feeding|Nasal Discharge|Sneezing|Difficulty Breathing,Avian Influenza
41.4,54.0,High,High,Active,Reduced Feeding,Healthy
41.9,58.1,Medium,Medium,Active,Difficulty Breathing,Healthy
41.2,65.7,High,Medium,Moderate,Reduced Egg Production,Healthy
41.1,49.4,Low,Medium,Moderate,None,Healthy
41.7,87.2,Low,Low,Weak,Lethargy|Difficulty Breathing|Reduced Feeding|Ruffled Feathers|Nasal Discharge|Swollen Head,Avian Influenza
42.7,40.8,Low,Low,Weak,Lethargy|Difficulty Breathing|Coughing,Avian Influenza
42.2,67.7,Low,Low,Weak,Difficulty Breathing|Sneezing|Watery Eyes|Reduced Feeding|Reduced Egg Production,Newcastle Disease
41.6,63.4,High,High,Weak,None,Healthy
43.2,73.1,Low,Low,Weak,Reduced Feeding|Twisted Neck|Ruffled Feathers|Swollen Head|Lethargy|Nasal Discharge|Reduced Egg Production,Newcastle Disease
42.9,84.2,Low,Low,Weak,Lethargy|Coughing|Sneezing|Twisted Neck|Nasal Discharge|Reduced Egg Production|Ruffled Feathers,Newcastle Disease
40.9,71.1,High,Medium,Weak,None,Healthy
42.5,54.1,Low,Medium,Weak,Lethargy|Coughing|Swollen Head|Twisted Neck|Difficulty Breathing,Newcastle Disease
41.2,58.5,High,High,Active,Swollen Head,Healthy
42.9,74.0,Medium,Low,Weak,Nasal Discharge|Reduced Feeding|Lethargy|Twisted Neck|Difficulty Breathing|Swollen Head,Newcastle Disease
42.6,94.2,Low,Low,Moderate,Difficulty Breathing|Watery Eyes|Nasal Discharge,Newcastle Disease
41.4,60.8,High,High,Active,None,Healthy
41.3,63.8,Medium,High,Moderate,None,Healthy
42.8,69.1,Medium,Low,Weak,Twisted Neck|Difficulty Breathing|Diarrhea|Swollen Head|Watery Eyes|Reduced Feeding|Sneezing,Newcastle Disease
42.9,77.1,Low,Low,Weak,Coughing|Sneezing|Twisted Neck|Diarrhea|Swollen Head,Newcastle Disease
42.4,62.0,Low,Low,Weak,Swollen Head|Diarrhea|Sneezing,Avian Influenza
42.5,70.3,Low,Low,Weak,Ruffled Feathers|Diarrhea|Sneezing|Lethargy|Difficulty Breathing|Coughing|Reduced Egg Production,Newcastle Disease
41.3,71.7,High,High,Moderate,Twisted Neck|Reduced Feeding,Healthy
41.3,67.9,Medium,Medium,Moderate,None,Healthy
41.9,96.4,Low,Low,Moderate,Reduced Egg Production|Lethargy|Sneezing|Twisted Neck|Diarrhea|Difficulty Breathing,Newcastle Disease
41.4,64.1,High,Medium,Moderate,None,Healthy
42.9,69.9,Medium,Low,Moderate,Reduced Egg Production|Diarrhea|Sneezing|Coughing|Difficulty Breathing|Reduced Feeding,Newcastle Disease
41.4,69.7,Low,Low,Weak,Sneezing|Coughing|Difficulty Breathing|Lethargy|Reduced Egg Production|Watery Eyes|Swollen Head,Avian Influenza
41.2,61.0,Low,Medium,Weak,Reduced Egg Production|Coughing|Nasal Discharge|Sneezing|Swollen Head|Diarrhea|Twisted Neck,Newcastle Disease
41.1,57.1,Low,Low,Active,Reduced Egg Production,Healthy
41.5,72.6,Low,Low,Weak,Twisted Neck|Lethargy|Reduced Feeding|Ruffled Feathers|Nasal Discharge|Coughing|Sneezing,Newcastle Disease
41.9,64.1,Low,Low,Weak,Lethargy|Sneezing|Reduced Feeding|Watery Eyes|Coughing,Newcastle Disease
42.8,57.8,Low,Low,Weak,Swollen Head|Difficulty Breathing|Sneezing,Newcastle Disease
44.0,73.7,Low,Low,Moderate,Coughing|Lethargy|Reduced Feeding|Difficulty Breathing,Avian Influenza
41.2,51.0,High,High,Active,None,Healthy
41.8,86.2,Low,Low,Weak,Swollen Head|Coughing|Reduced Feeding|Diarrhea,Avian Influenza
41.2,47.0,Low,Low,Weak,Swollen Head|Nasal Discharge|Difficulty Breathing|Watery Eyes|Twisted Neck|Sneezing|Reduced Feeding,Avian Influenza
40.8,65.3,Medium,High,Moderate,Lethargy,Healthy
41.7,68.4,Medium,Low,Moderate,Lethargy,Healthy
41.5,50.9,High,High,Moderate,Swollen Head,Healthy
40.1,51.7,High,High,Active,None,Healthy
40.8,53.8,Medium,High,Moderate,None,Healthy
42.1,61.5,Medium,Low,Active,Twisted Neck|Reduced Feeding|Difficulty Breathing|Sneezing|Ruffled Feathers|Diarrhea,Newcastle Disease
41.4,64.8,High,High,Active,Reduced Feeding,Healthy
41.4,46.8,High,Low,Active,None,Healthy
41.6,86.9,Medium,Low,Weak,Difficulty Breathing|Sneezing|Watery Eyes|Reduced Egg Production,Avian Influenza
41.2,58.9,High,High,Weak,None,Healthy
42.0,62.1,Low,Medium,Weak,Watery Eyes|Reduced Feeding|Difficulty Breathing|Nasal Discharge,Avian Influenza
41.8,56.3,High,High,Active,Watery Eyes|Lethargy,Healthy
41.0,67.7,Medium,Medium,Active,None,Healthy
42.4,62.3,Low,Low,Weak,Coughing|Sneezing|Difficulty Breathing|Reduced Feeding|Ruffled Feathers|Watery Eyes,Newcastle Disease
43.2,77.8,Medium,Low,Active,Coughing|Sneezing|Swollen Head|Reduced Egg Production|Ruffled Feathers|Twisted Neck|Watery Eyes,Newcastle Disease
42.0,66.4,Low,Medium,Weak,Coughing|Nasal Discharge|Ruffled Feathers|Swollen Head,Avian Influenza
43.4,85.2,Low,Low,Moderate,Difficulty Breathing|Nasal Discharge|Swollen Head|Lethargy|Twisted Neck|Watery Eyes|Reduced Egg Production,Avian Influenza
41.1,68.3,Low,Low,Active,Twisted Neck|Diarrhea|Difficulty Breathing|Reduced Feeding,Avian Influenza
41.4,67.7,Medium,Medium,Active,None,Healthy
41.5,55.8,Low,High,Active,None,Healthy
40.6,78.8,Medium,Medium,Active,Nasal Discharge|Difficulty Breathing|Ruffled Feathers,Avian Influenza
42.3,78.9,Medium,High,Weak,Swollen Head|Nasal Discharge|Ruffled Feathers|Watery Eyes,Avian Influenza
42.3,86.9,Low,Low,Active,Ruffled Feathers|Swollen Head|Watery Eyes,Avian Influenza
42.1,68.9,Low,Low,Weak,Twisted Neck|Ruffled Feathers|Sneezing,Newcastle Disease
41.1,66.9,High,High,Active,None,Healthy
41.5,56.5,Medium,Low,Weak,Sneezing|Lethargy|Coughing|Ruffled Feathers|Swollen Head,Avian Influenza
40.6,62.5,High,Medium,Active,Twisted Neck,Healthy
41.5,76.4,Medium,Low,Weak,Reduced Feeding|Twisted Neck|Nasal Discharge|Swollen Head|Lethargy,Avian Influenza
42.4,73.1,Low,Low,Weak,Reduced Feeding|Nasal Discharge|Reduced Egg Production|Watery Eyes|Swollen Head|Lethargy|Sneezing,Avian Influenza
43.1,50.8,High,High,Weak,Nasal Discharge|Reduced Feeding|Twisted Neck|Ruffled Feathers|Lethargy,Newcastle Disease
42.5,54.4,Low,Low,Weak,Reduced Feeding|Swollen Head|Reduced Egg Production,Avian Influenza
42.1,71.4,Medium,Low,Weak,Difficulty Breathing|Sneezing|Coughing,Avian Influenza
40.3,62.8,Medium,High,Weak,None,Healthy
41.9,62.0,Low,Low,Weak,Difficulty Breathing|Sneezing|Nasal Discharge|Reduced Egg Production|Watery Eyes|Lethargy|Ruffled Feathers,Avian Influenza
42.1,71.0,Low,Low,Weak,Reduced Egg Production|Sneezing|Ruffled Feathers|Diarrhea,Newcastle Disease
41.6,75.1,Medium,Low,Weak,Lethargy|Coughing|Diarrhea|Watery Eyes|Reduced Egg Production|Reduced Feeding|Difficulty Breathing,Avian Influenza
40.3,62.4,Medium,Medium,Moderate,None,Healthy
42.8,65.7,Low,Medium,Weak,Coughing|Reduced Egg Production|Reduced Feeding,Avian Influenza
40.9,59.1,High,Medium,Active,Sneezing|Nasal Discharge,Healthy
41.7,44.9,Medium,High,Moderate,Sneezing,Healthy
42.6,62.5,Low,Medium,Active,Ruffled Feathers|Lethargy|Reduced Feeding|Nasal Discharge,Avian Influenza
41.9,50.8,Medium,High,Active,Reduced Feeding,Healthy
41.3,64.5,Medium,Medium,Weak,None,Healthy
42.6,66.2,Low,Low,Weak,Sneezing|Watery Eyes|Nasal Discharge,Avian Influenza
41.5,75.2,Low,Low,Moderate,Reduced Egg Production|Ruffled Feathers|Nasal Discharge|Swollen Head|Difficulty Breathing|Coughing|Reduced Feeding,Avian Influenza
43.5,87.9,Low,Low,Weak,Twisted Neck|Reduced Egg Production|Difficulty Breathing|Ruffled Feathers,Newcastle Disease
42.2,55.2,High,Low,Weak,Coughing|Difficulty Breathing|Reduced Egg Production|Sneezing|Twisted Neck,Newcastle Disease
42.7,66.2,Low,Low,Weak,Difficulty Breathing|Lethargy|Reduced Feeding|Twisted Neck|Sneezing|Reduced Egg Production,Newcastle Disease
41.5,74.6,Low,High,Active,None,Healthy
42.0,60.1,Medium,High,Weak,None,Healthy
41.5,85.6,Low,Medium,Weak,Lethargy|Twisted Neck|Nasal Discharge,Newcastle Disease
41.8,85.4,Low,Low,Moderate,Difficulty Breathing|Swollen Head|Nasal Discharge|Sneezing|Diarrhea|Reduced Feeding,Avian Influenza
41.8,74.5,Low,Low,Moderate,Coughing|Difficulty Breathing|Watery Eyes|Swollen Head|Reduced Egg Production|Sneezing,Avian Influenza
41.8,88.9,Low,Low,Moderate,Reduced Feeding|Coughing|Sneezing|Nasal Discharge,Avian Influenza
40.8,53.1,Medium,High,Active,Lethargy,Healthy
41.9,61.6,Low,Low,Weak,Twisted Neck|Coughing|Difficulty Breathing,Newcastle Disease
41.3,45.5,High,High,Active,Sneezing,Healthy
43.6,100.0,Low,Low,Weak,Swollen Head|Twisted Neck|Lethargy|Reduced Feeding|Sneezing|Coughing|Reduced Egg Production,Newcastle Disease
43.1,74.8,Low,Medium,Weak,Twisted Neck|Reduced Egg Production|Lethargy|Difficulty Breathing|Coughing|Sneezing|Diarrhea,Newcastle Disease
41.1,66.1,Low,Low,Weak,Nasal Discharge|Diarrhea|Swollen Head|Watery Eyes|Ruffled Feathers,Avian Influenza
41.1,62.9,Low,High,Active,None,Healthy
41.8,53.4,High,High,Moderate,Reduced Feeding|Coughing,Healthy
41.5,62.8,High,High,Active,None,Healthy
41.8,78.8,Medium,Low,Weak,Watery Eyes|Lethargy|Swollen Head|Difficulty Breathing|Sneezing,Avian Influenza
42.1,83.7,Low,Low,Weak,Difficulty Breathing|Watery Eyes|Twisted Neck|Reduced Egg Production|Swollen Head|Coughing,Newcastle Disease
41.2,72.3,Medium,Medium,Weak,Difficulty Breathing,Healthy
41.0,61.0,Medium,Medium,Moderate,None,Healthy
42.0,72.0,Low,High,Weak,Nasal Discharge|Ruffled Feathers|Coughing|Watery Eyes,Avian Influenza
40.5,64.3,High,High,Active,None,Healthy
42.4,59.6,Low,Low,Active,Difficulty Breathing|Swollen Head|Sneezing|Ruffled Feathers|Watery Eyes|Lethargy|Coughing,Avian Influenza
41.3,62.4,Low,Medium,Active,Sneezing|Lethargy|Reduced Feeding|Coughing|Watery Eyes|Reduced Egg Production,Avian Influenza
41.1,57.0,High,High,Active,Coughing,Healthy
41.0,44.8,Medium,High,Active,Watery Eyes|Sneezing,Healthy
40.6,51.9,Low,Medium,Weak,Difficulty Breathing|Swollen Head|Lethargy|Sneezing|Ruffled Feathers|Nasal Discharge,Avian Influenza
41.0,67.3,Medium,High,Active,Sneezing,Healthy
41.9,68.9,High,High,Active,None,Healthy
42.2,84.7,High,Medium,Moderate,Difficulty Breathing|Sneezing|Swollen Head|Lethargy,Avian Influenza
40.1,72.8,Low,Medium,Weak,Nasal Discharge|Difficulty Breathing|Reduced Egg Production|Coughing|Swollen Head|Reduced Feeding,Avian Influenza
42.1,69.0,Medium,Low,Moderate,Ruffled Feathers|Nasal Discharge|Coughing|Difficulty Breathing,Avian Influenza
40.3,83.0,Low,Low,Weak,Swollen Head|Coughing|Reduced Feeding|Lethargy,Avian Influenza
41.6,59.2,High,Low,Weak,Difficulty Breathing,Healthy
41.1,64.7,Medium,High,Active,None,Healthy
41.5,63.7,Low,Medium,Active,Swollen Head|Difficulty Breathing|Coughing,Avian Influenza
43.7,75.6,Low,Low,Moderate,Twisted Neck|Reduced Egg Production|Ruffled Feathers|Watery Eyes|Nasal Discharge|Lethargy|Difficulty Breathing,Newcastle Disease
42.0,72.4,Medium,High,Weak,Reduced Egg Production|Sneezing|Coughing|Reduced Feeding|Diarrhea|Lethargy,Newcastle Disease
41.2,76.8,Medium,Low,Weak,Watery Eyes|Difficulty Breathing|Coughing|Reduced Feeding,Avian Influenza
40.5,51.0,Medium,High,Active,None,Healthy
42.2,57.9,High,Low,Moderate,Sneezing|Difficulty Breathing|Reduced Egg Production|Coughing,Newcastle Disease
41.7,65.3,Medium,High,Active,None,Healthy
42.8,84.4,Medium,Medium,Weak,Lethargy|Reduced Egg Production|Sneezing|Ruffled Feathers,Newcastle Disease
41.1,45.8,Low,High,Active,None,Healthy
40.7,68.3,Low,High,Moderate,Reduced Egg Production,Healthy
41.0,64.5,Medium,High,Active,Reduced Feeding|Lethargy,Healthy
42.1,64.1,Medium,Medium,Moderate,Nasal Discharge|Lethargy|Reduced Egg Production|Reduced Feeding,Newcastle Disease
41.3,78.0,Medium,Low,Weak,Diarrhea|Reduced Egg Production|Ruffled Feathers|Sneezing|Reduced Feeding|Lethargy|Coughing,Avian Influenza
41.3,71.7,Low,High,Weak,Reduced Feeding|Reduced Egg Production|Nasal Discharge|Sneezing|Twisted Neck|Watery Eyes|Lethargy,Newcastle Disease
40.6,60.8,Low,Low,Weak,Nasal Discharge|Reduced Feeding|Sneezing|Reduced Egg Production|Lethargy|Ruffled Feathers,Avian Influenza
41.3,73.4,Medium,Medium,Active,None,Healthy
40.8,56.1,High,High,Active,Lethargy,Healthy
42.9,81.5,Medium,Low,Weak,Coughing|Swollen Head|Reduced Feeding|Nasal Discharge|Twisted Neck|Lethargy|Difficulty Breathing,Avian Influenza
41.0,52.3,Medium,High,Active,None,Healthy
42.7,58.1,High,High,Weak,Difficulty Breathing|Watery Eyes|Reduced Feeding|Swollen Head|Lethargy|Twisted Neck,Avian Influenza
41.6,65.2,High,High,Weak,Sneezing,Healthy
42.1,67.8,Low,High,Weak,Swollen Head|Reduced Egg Production|Watery Eyes|Nasal Discharge|Ruffled Feathers|Sneezing|Difficulty Breathing,Avian Influenza
41.6,56.1,High,Medium,Active,Watery Eyes,Healthy
42.9,100.0,Medium,High,Weak,Lethargy|Sneezing|Coughing|Swollen Head,Avian Influenza
42.3,75.0,Medium,Low,Active,Coughing|Sneezing|Swollen Head|Ruffled Feathers|Reduced Egg Production|Watery Eyes,Newcastle Disease
40.7,71.1,Low,Medium,Weak,Nasal Discharge|Watery Eyes|Lethargy|Ruffled Feathers|Reduced Egg Production|Difficulty Breathing|Sneezing,Avian Influenza
41.1,60.5,High,High,Moderate,None,Healthy
42.6,74.9,Low,Low,Weak,Twisted Neck|Reduced Egg Production|Coughing|Nasal Discharge|Swollen Head|Lethargy,Newcastle Disease
42.6,64.1,Low,Low,Weak,Watery Eyes|Swollen Head|Reduced Feeding,Avian Influenza
43.5,77.4,Low,Low,Weak,Lethargy|Nasal Discharge|Twisted Neck|Reduced Feeding|Difficulty Breathing|Ruffled Feathers,Newcastle Disease
43.0,75.5,Low,Low,Active,Reduced Feeding|Coughing|Difficulty Breathing|Lethargy,Newcastle Disease
42.8,95.7,Low,Low,Weak,Difficulty Breathing|Diarrhea|Coughing|Reduced Egg Production|Nasal Discharge|Twisted Neck|Reduced Feeding,Newcastle Disease
43.0,82.9,Low,Low,Moderate,Difficulty Breathing|Swollen Head|Coughing|Reduced Feeding|Twisted Neck|Ruffled Feathers|Lethargy,Newcastle Disease
43.0,76.4,Low,Low,Active,Twisted Neck|Sneezing|Difficulty Breathing,Newcastle Disease
42.9,72.1,Low,Low,Active,Coughing|Twisted Neck|Watery Eyes|Reduced Egg Production|Sneezing|Ruffled Feathers,Newcastle Disease
41.5,71.1,Low,Low,Weak,Swollen Head|Nasal Discharge|Difficulty Breathing,Avian Influenza
40.7,67.7,High,High,Active,Ruffled Feathers,Healthy
41.4,37.3,Medium,High,Active,None,Healthy
42.4,79.8,High,Medium,Weak,Reduced Feeding|Sneezing|Watery Eyes|Lethargy|Ruffled Feathers|Swollen Head,Avian Influenza
41.1,72.1,Low,Low,Weak,Difficulty Breathing|Watery Eyes|Ruffled Feathers|Coughing,Avian Influenza
41.8,62.8,High,Low,Weak,Coughing|Reduced Feeding|Diarrhea|Lethargy|Reduced Egg Production,Newcastle Disease
42.4,81.9,Medium,Medium,Weak,Reduced Egg Production|Lethargy|Twisted Neck,Newcastle Disease
41.0,79.2,Medium,High,Moderate,None,Healthy
41.3,64.5,Low,High,Active,Lethargy,Healthy
42.4,75.4,High,Low,Weak,Sneezing|Reduced Feeding|Ruffled Feathers|Watery Eyes|Diarrhea,Newcastle Disease
40.9,53.2,Medium,Low,Moderate,None,Healthy
42.8,79.3,Low,Low,Active,Ruffled Feathers|Difficulty Breathing|Coughing,Newcastle Disease
41.0,78.2,High,High,Active,None,Healthy
40.1,60.9,Low,Low,Weak,Ruffled Feathers|Lethargy|Reduced Feeding|Diarrhea|Reduced Egg Production,Avian Influenza
41.7,96.9,Medium,Low,Weak,Watery Eyes|Difficulty Breathing|Swollen Head,Avian Influenza
42.3,58.3,Medium,Low,Weak,Diarrhea|Ruffled Feathers|Lethargy|Nasal Discharge|Coughing,Newcastle Disease
42.3,74.4,Low,High,Moderate,Coughing|Swollen Head|Watery Eyes,Newcastle Disease
41.1,42.6,Low,Low,Active,Sneezing,Healthy
40.2,71.2,Medium,Low,Weak,Sneezing|Nasal Discharge|Swollen Head,Avian Influenza
41.7,83.3,Low,Low,Weak,Nasal Discharge|Sneezing|Reduced Feeding,Newcastle Disease
41.6,71.0,High,Medium,Active,Twisted Neck|Ruffled Feathers,Healthy
41.5,100.0,High,High,Moderate,Lethargy|Swollen Head|Ruffled Feathers|Coughing,Avian Influenza
42.0,89.6,Medium,Low,Weak,Swollen Head|Difficulty Breathing|Sneezing|Diarrhea|Lethargy|Reduced Feeding,Avian Influenza
40.3,68.2,Low,Medium,Weak,Reduced Feeding|Coughing|Diarrhea|Lethargy|Nasal Discharge|Swollen Head,Avian Influenza
41.9,56.4,Low,Low,Weak,Reduced Feeding|Lethargy|Twisted Neck,Avian Influenza
42.3,83.9,Medium,High,Active,Reduced Egg Production|Sneezing|Reduced Feeding|Difficulty Breathing,Newcastle Disease
43.1,84.5,Medium,Medium,Weak,Twisted Neck|Nasal Discharge|Coughing,Newcastle Disease
42.9,85.1,Low,Low,Weak,Coughing|Lethargy|Reduced Feeding|Ruffled Feathers|Watery Eyes,Avian Influenza
42.4,64.9,Medium,Medium,Moderate,Lethargy|Ruffled Feathers|Swollen Head|Nasal Discharge,Avian Influenza
41.0,78.0,Medium,Medium,Active,Diarrhea,Healthy
41.7,45.9,Medium,High,Weak,None,Healthy
40.8,45.4,High,High,Active,None,Healthy
42.4,72.4,Low,Low,Weak,Reduced Egg Production|Watery Eyes|Nasal Discharge|Difficulty Breathing|Diarrhea|Ruffled Feathers,Avian Influenza
42.8,69.0,Low,Low,Weak,Coughing|Sneezing|Nasal Discharge|Watery Eyes|Ruffled Feathers,Avian Influenza
41.2,55.9,High,Medium,Moderate,None,Healthy
42.2,77.1,Low,Low,Weak,Ruffled Feathers|Sneezing|Watery Eyes|Nasal Discharge,Newcastle Disease
